Name,City,Rating,Price Range,Number of Reviews,Filtered Cuisines
Melabianca,Milan,3.5,18.0,64.0,['Italian']
StraRipa Bar,Milan,3.5,15.0,379.0,['Italian']
Barcollando Cafe,Milan,4.5,15.0,13.0,['Italian']
Clash Restaurant,Milan,4.0,32.0,17.0,"['Italian', 'American']"
Il Mondo Ristorante Pizzeria,Milan,3.5,,60.0,['Italian']
Cantinetta del Ticinello,Milan,4.0,33.0,216.0,['Italian']
Pizzeria 4 Agosto,Milan,4.0,,28.0,['Italian']
La Balena,Milan,3.5,12.0,55.0,['Italian']
Ristorante Arya,Milan,3.5,38.0,102.0,['Italian']
E...brezza,Milan,3.5,31.0,44.0,['Italian']
Caffe Panzera 1931,Milan,3.0,33.0,518.0,['Italian']
Sweet Mama,Milan,4.5,,7.0,['American']
Centro Macrobiotico Italiano,Milan,4.0,,41.0,['Italian']
La Voglia,Milan,4.0,18.0,26.0,['Italian']
La Fabbrica Dei Gusti Sas Di Zheng Jinliang & C,Milan,3.5,39.0,23.0,"['Italian', 'Japanese']"
Bar l'Oliva,Milan,4.0,19.0,14.0,['Italian']
Pulia,Milan,3.5,12.0,158.0,['Italian']
Ristorante Cinese Flammery,Milan,4.0,,14.0,['Italian']
Da Noi 2,Milan,3.5,13.0,147.0,['Italian']
Alcoliche Alchimie,Milan,4.5,,8.0,['Italian']
Rosticceria Salumeria Gilardi Pierino,Milan,4.5,15.0,4.0,['Italian']
Pienza 11,Milan,4.5,11.0,3.0,['Italian']
Nabab,Milan,3.5,30.0,94.0,['Indian']
Il Ristorantino,Milan,4.5,,6.0,['Italian']
Trattoria da Marisa,Milan,4.5,,3.0,['Italian']
I Mori Milano,Milan,4.0,67.0,32.0,['Italian']
Da Charlie,Milan,3.5,14.0,36.0,['Italian']
Ristorante Pizzeria Al Vesuvio,Milan,3.5,18.0,85.0,['Italian']
Piadineria Ripamonti,Milan,4.5,11.0,135.0,['Italian']
Ristorante pesce ascanio sforza,Milan,4.5,,2.0,['Italian']
Trattoria Da Armando E Christian,Milan,3.5,31.0,133.0,['Italian']
Shamo,Milan,3.5,18.0,61.0,['Japanese']
Koshin,Milan,3.5,17.0,109.0,['Japanese']
Sensei Fusion,Milan,3.5,12.0,59.0,['Japanese']
Asaka Sushi Restaurant,Milan,3.5,12.0,105.0,['Japanese']
Taste of India,Milan,3.5,34.0,60.0,['Indian']
il gastronomo siciliano,Milan,4.0,15.0,36.0,['Italian']
Ostia dei formaggi,Milan,3.5,39.0,10.0,['Italian']
Osteria la Carbonella,Milan,3.5,33.0,138.0,['Italian']
Bomaki,Milan,4.0,,10.0,['Japanese']
Trattoria Toscana,Milan,3.5,30.0,557.0,['Italian']
Al Panino,Milan,4.5,,6.0,['Italian']
l'Ov Milano - Via Solari,Milan,3.5,33.0,24.0,['Italian']
Cum Grano Salis,Milan,4.0,38.0,22.0,['Italian']
Ristorante Pizzeria Mar Rosso,Milan,3.5,14.0,28.0,['Italian']
Tempi Moderni,Milan,4.0,10.0,13.0,['Italian']
I Due Compari di Roberto Martucci & C.,Milan,4.5,,10.0,['Italian']
Ristorante Ranch Roberta,Milan,3.5,32.0,198.0,['Italian']
Orti 16,Milan,4.0,13.0,96.0,['Italian']
Sorrisi e Baci,Milan,4.0,35.0,64.0,['Italian']
Lentini's Pizza & Restaurant Grill,Milan,3.0,35.0,532.0,"['Italian', 'American']"
Enjoy,Milan,5.0,14.0,19.0,['Italian']
La Pida Se Parsot Milan Revel,Milan,4.0,18.0,17.0,['Italian']
Il Bar,Milan,3.5,34.0,555.0,['Italian']
Ristorante Junyue,Milan,3.5,33.0,156.0,['Japanese']
Trattoria Da Angela & Valentina,Milan,4.0,,5.0,['Italian']
La Maison des Delices,Milan,4.5,33.0,2.0,['Italian']
Flower Burger,Milan,4.5,39.0,3.0,"['Italian', 'American']"
Terrazza Calabritto Milano,Milan,4.5,,3.0,['Italian']
Basilico & Co.,Milan,4.5,,22.0,['Italian']
Osteria da Francesca,Milan,3.5,35.0,138.0,['Italian']
Ristorante Encanto de Mi Terra,Milan,3.5,,64.0,['Italian']
Rock'n'Roll,Milan,3.5,11.0,75.0,['American']
Premiata Pizzeria,Milan,3.0,35.0,855.0,['Italian']
Sushi Ume,Milan,3.5,31.0,293.0,['Japanese']
Tuttaltrosuono e il Vino,Milan,4.0,33.0,16.0,['Italian']
Bar Turati,Milan,3.5,14.0,31.0,['Italian']
Wooding Bar,Milan,4.0,68.0,5.0,['Italian']
Ristorante Pizzeria la Regina,Milan,3.5,19.0,33.0,['Italian']
Takai,Milan,3.5,38.0,40.0,['Japanese']
Toyama Ristorante Orientale,Milan,3.5,11.0,227.0,['Japanese']
Brasserie,Milan,3.5,30.0,68.0,['Italian']
Panbriaco,Milan,4.5,37.0,20.0,['Italian']
Novotel Milano Linate,Milan,3.5,39.0,30.0,['Italian']
Trattoria Pizzeria Via Vai,Milan,4.0,18.0,35.0,['Italian']
Tortona 12,Milan,4.0,37.0,18.0,['Italian']
Bello e Buono,Milan,3.5,13.0,32.0,['Italian']
Mr. Zuppa,Milan,3.5,16.0,192.0,['Italian']
Casa Borella,Milan,4.0,32.0,93.0,['Italian']
Trattoria da Mario & Lory,Milan,4.0,14.0,57.0,['Italian']
La Petite Cave Bar a Vin,Milan,4.0,,14.0,['Italian']
Ristorante Yujingyuan,Milan,4.0,,26.0,['Japanese']
Iris,Milan,4.0,,8.0,['Italian']
Trattoria Al Sasset,Milan,4.0,,11.0,['Italian']
The Secret cafe',Milan,4.5,,4.0,['Italian']
Piadineria Aldo dei Pieri,Milan,4.0,11.0,9.0,['Italian']
Kubla Khan,Milan,4.0,13.0,20.0,['Italian']
Fabro's,Milan,4.5,,3.0,['Italian']
Punjab Restaurant,Milan,3.5,13.0,242.0,['Indian']
The Burger Grill,Milan,3.5,16.0,21.0,"['Italian', 'American']"
Pub 24,Milan,3.5,10.0,77.0,['Italian']
Tiffany Cafe Milano Via Paolo Da Cannobio,Milan,4.5,,5.0,['Italian']
Villa Gualdina,Milan,3.5,32.0,83.0,['Italian']
Garden City,Milan,3.5,14.0,93.0,['Italian']
Santo Stefano,Milan,4.5,15.0,3.0,['Italian']
Pacific Milano Restaurant,Milan,4.5,,5.0,['Italian']
Vasiniko,Milan,3.5,32.0,1166.0,['Italian']
Su-Barrile,Milan,3.5,30.0,180.0,['Italian']
Il Prestinaio,Milan,4.5,,2.0,['Italian']
La Quercia,Milan,3.5,39.0,34.0,['Italian']
Circolino Familiare Lavoratori,Milan,4.5,,5.0,['Italian']
Fermati Qui,Milan,3.5,,73.0,['Italian']
Giodocet,Milan,4.5,,3.0,['Italian']
Corte Regina,Milan,3.5,,163.0,['Italian']
Grand Canyon,Milan,3.5,10.0,44.0,['Italian']
Birreria Milanese,Milan,3.0,34.0,102.0,['Italian']
Ristorante Indiano,Milan,3.5,38.0,49.0,['Indian']
Johann Sebastian Bar,Milan,4.5,,9.0,['Italian']
Caffe del bollo,Milan,4.0,,7.0,['Italian']
Canteen Milano,Milan,3.0,64.0,371.0,['Mexican']
Oishii,Milan,3.5,37.0,217.0,['Japanese']
Colorificio,Milan,4.0,12.0,8.0,['Italian']
Bibal Cafe,Milan,4.5,,6.0,['Italian']
Miami Lounge,Milan,4.5,,2.0,['Italian']
Panificio Pasticceria Amata,Milan,4.0,30.0,15.0,['Italian']
Il Giardino,Milan,3.5,,6.0,['Italian']
Marchesi alla Scala Restaurant by Gualtiero Marchesi,Milan,4.5,30.0,24.0,['Italian']
LM'S Fusion Finest,Milan,4.0,61.0,8.0,['Italian']
The Meatball Family,Milan,3.5,11.0,12.0,['Italian']
Pasta della Francesca,Milan,4.5,,2.0,['Italian']
De Carlo & Co. Da Teresa,Milan,4.0,,5.0,['Italian']
Bar Trattoria Giulia,Milan,4.5,,3.0,['Italian']
Stella Marina,Milan,3.5,,74.0,['Italian']
Ristorante Pizzeria Cooking,Milan,4.0,32.0,34.0,['Italian']
Appayan,Milan,4.5,,2.0,"['Italian', 'Indian']"
"Cargo, Bio Food",Milan,4.0,30.0,33.0,['Italian']
Solferino 41,Milan,3.5,,16.0,['Italian']
Mandara,Milan,3.5,16.0,23.0,['Italian']
Enobarcaffe' Bonazzi,Milan,4.0,,17.0,['Italian']
Sushibar Ye,Milan,3.5,12.0,43.0,['Japanese']
Delizie Mediterranee,Milan,4.0,18.0,10.0,['Italian']
Ombre Rosse,Milan,4.0,30.0,62.0,['Italian']
Trattoria Riva,Milan,3.5,17.0,27.0,['Italian']
Bar derby tabaccheria,Milan,4.5,10.0,2.0,['Italian']
I Territori di Bottiglie Aperte,Milan,5.0,33.0,7.0,['Italian']
Saten,Milan,4.0,,52.0,['Italian']
Tres Mezcaleria,Milan,4.0,39.0,7.0,"['Italian', 'Mexican']"
Burger Wave Montenero,Milan,4.0,37.0,65.0,['American']
Tsukimi Ristorante Giapponese,Milan,3.5,36.0,323.0,['Japanese']
La giostra di Bacco,Milan,4.5,,12.0,['Italian']
Urban Food,Milan,4.0,18.0,9.0,['Italian']
18 Solferino,Milan,4.0,31.0,24.0,['Italian']
La Campanile,Milan,4.5,,2.0,['Italian']
Tokyo Nomi,Milan,3.5,35.0,86.0,['Japanese']
Moonlight cafe,Milan,4.5,38.0,14.0,['Italian']
L'antica osteria milanese,Milan,3.5,36.0,178.0,['Italian']
Pacinocafe,Milan,3.0,37.0,121.0,['Italian']
Ristorante Pizzeria Da Marco,Milan,4.0,12.0,23.0,['Italian']
Enoteca Enocrazia,Milan,4.5,,2.0,['Italian']
Pizzeria Riolo,Milan,4.5,,2.0,['Italian']
Epomeo Cafe,Milan,4.5,18.0,4.0,['Italian']
Trattoria Da Lina,Milan,3.0,14.0,45.0,['Italian']
Luna Rossa,Milan,4.5,,4.0,['Italian']
Cinque Stelle,Milan,3.5,10.0,25.0,"['Italian', 'Japanese']"
Frie 'N' Fuie - Via Spontini,Milan,4.0,14.0,12.0,['Italian']
Refeel,Milan,3.0,33.0,355.0,['Italian']
Yabadoo wine grill,Milan,4.0,36.0,33.0,['Italian']
AL GALILEO Ristorante - Pizzeria,Milan,3.0,38.0,130.0,['Italian']
Ristorante RuiHao,Milan,4.0,,8.0,['Italian']
Agricola Sant'Agnese,Milan,4.5,,9.0,['Italian']
+39zerodue,Milan,3.5,37.0,172.0,['Italian']
Love Fish,Milan,4.0,,5.0,['Japanese']
HAYASHI,Milan,3.5,36.0,209.0,['Japanese']
Orange Cafe,Milan,4.5,14.0,4.0,['Italian']
Arigato,Milan,3.0,17.0,117.0,['Japanese']
La Focaccina,Milan,4.5,,2.0,['Italian']
Sukrity,Milan,3.5,,8.0,['Indian']
Koji,Milan,4.0,,5.0,['Japanese']
La Taverna,Milan,3.5,,20.0,['Italian']
Bar S. Valeria,Milan,4.0,,27.0,['Italian']
Living Liqueurs & Delights,Milan,3.0,34.0,494.0,['Italian']
New Diamante,Milan,4.0,,23.0,['Italian']
L’Hamburgheria di Eataly,Milan,3.0,34.0,436.0,"['Italian', 'American']"
N Restaurant,Milan,3.5,32.0,32.0,['Italian']
Bossi's Bar,Milan,3.5,,12.0,['Italian']
Mister Bar,Milan,4.0,,5.0,['Italian']
Ristorante Desert Rose,Milan,3.5,16.0,42.0,['Italian']
El Cicinin,Milan,3.5,30.0,43.0,['Italian']
Sfrigola,Milan,4.0,,4.0,['Italian']
Enrico Rizzi,Milan,4.0,69.0,11.0,['Italian']
Oopen pasta and grill,Milan,3.5,30.0,46.0,['Italian']
1 Sorso in Piu,Milan,4.0,31.0,6.0,['Italian']
La belle aurore,Milan,3.5,39.0,50.0,['Italian']
Amaltea,Milan,4.0,64.0,57.0,['Italian']
Dixieland Cafe,Milan,3.0,33.0,375.0,"['Mexican', 'American']"
Borromeo Restaurant By Eataly,Milan,4.0,67.0,8.0,['Italian']
Spago,Milan,4.0,11.0,6.0,['Italian']
Cibi Amo,Milan,4.5,,2.0,['Italian']
Free Time Cafe,Milan,4.0,15.0,9.0,['Italian']
Taste Your Food,Milan,3.5,13.0,42.0,['Italian']
Ristorante Pizzeria Anema e Cozze Sempione Milano,Milan,3.0,35.0,542.0,['Italian']
Il Limite Schianchi Food Hall,Milan,4.0,31.0,11.0,['Italian']
Piade in Piazza,Milan,3.5,34.0,276.0,['Italian']
Rosticceria Canonica,Milan,4.5,36.0,19.0,['Italian']
Bar Olimpico Milano,Milan,3.5,18.0,67.0,['Italian']
Obica,Milan,3.5,34.0,33.0,['Italian']
Cookingarage Bistrot,Milan,4.5,11.0,6.0,['Italian']
Nizza,Milan,3.5,18.0,34.0,['Italian']
Zia Sabi,Milan,4.0,,5.0,['Italian']
Le Clochard - Ristorante,Milan,4.5,,2.0,['Italian']
Pizzeria Viva Italia,Milan,4.5,,2.0,['Italian']
Street Burger - Italian Gourmet,Milan,4.0,18.0,68.0,['Italian']
La caveja piadineria,Milan,3.5,,32.0,['Italian']
The Grill - American Finest Food,Milan,3.5,33.0,31.0,['American']
Andrea of Chef Andrea's Table,Milan,4.5,,2.0,['Italian']
4 EAT Visual & Design Restaurant,Milan,4.0,60.0,31.0,['Italian']
Ristorante Costa Smeralda,Milan,4.5,64.0,28.0,['Italian']
Muu House - Steak & Grill,Milan,3.5,32.0,16.0,['Italian']
La Malmaison,Milan,3.0,63.0,148.0,"['Italian', 'French']"
Ciccio Bello,Milan,3.5,39.0,66.0,['Italian']
Jinzuan,Milan,3.0,11.0,208.0,['Japanese']
Sisili,Milan,3.0,38.0,164.0,['Italian']
"Ristorante-Pizzeria ""I 2 Fratelli""",Milan,3.5,14.0,40.0,['Italian']
Mediterraneo,Milan,3.5,32.0,146.0,['Italian']
Vini Vizi Sfizi,Milan,4.5,,6.0,['Italian']
Motta Milano 1928,Milan,3.5,61.0,64.0,['Italian']
Anche Forno,Milan,4.0,12.0,10.0,['Italian']
L'osteria di Lambrate,Milan,3.5,32.0,140.0,['Italian']
San Michele,Milan,3.5,,66.0,['Italian']
Malo,Milan,4.5,,5.0,['Italian']
Bar Fly,Milan,4.0,,9.0,['Italian']
La Cuccagna,Milan,4.0,,12.0,['Italian']
Maddai,Milan,3.5,36.0,55.0,['Italian']
Pizza and Food,Milan,3.0,,57.0,['Italian']
Base,Milan,3.5,36.0,10.0,['Italian']
TRATTORIA POPOLARE ALLA MANU,Milan,3.5,,159.0,['Italian']
CHATULLE,Milan,3.5,32.0,275.0,['Italian']
City Bar,Milan,4.5,15.0,3.0,['Italian']
Ristorante il papiro,Milan,4.5,,8.0,['Italian']
Besame Mucho,Milan,3.0,39.0,484.0,['Mexican']
Xinfu,Milan,3.5,,15.0,['Japanese']
Ristorante Yama,Milan,4.0,,2.0,['Japanese']
Cafe Santa Fe,Milan,4.0,,2.0,['Italian']
Fleur Cafe,Milan,4.0,16.0,33.0,['Italian']
Ristorante Bonola,Milan,3.5,,23.0,['Italian']
Kaori,Milan,3.5,39.0,53.0,['Japanese']
Pizzeria Gli Angeli,Milan,4.5,17.0,32.0,['Italian']
La Darsena da Milo,Milan,4.0,,29.0,['Italian']
Braceria da Zio Nino,Milan,4.0,36.0,21.0,['Italian']
Italia Di Gusto,Milan,4.0,,14.0,['Italian']
168 Restaurant,Milan,3.0,18.0,850.0,"['Italian', 'Japanese']"
La Fenice Cafe,Milan,4.5,,10.0,['Italian']
Daniel e il Caffe' Milano,Milan,4.0,13.0,24.0,['Italian']
Il Tunnel,Milan,3.5,38.0,34.0,['Italian']
Gino's 1928,Milan,3.0,31.0,132.0,['Italian']
Tuyo Cafe',Milan,3.5,18.0,206.0,['Italian']
Kobe,Milan,3.0,15.0,81.0,['Japanese']
L'aragosta innamorata,Milan,3.5,,42.0,['Italian']
TOM,Milan,3.0,30.0,236.0,['Italian']
Magic Bar,Milan,4.5,,3.0,['Italian']
China Box & Sushi,Milan,3.5,10.0,23.0,['Japanese']
Solatium by Italian Makers Village,Milan,4.5,39.0,7.0,['Italian']
Circoli Bocciofila Caccialanza,Milan,3.5,16.0,72.0,['Italian']
Bachi Bar,Milan,4.5,,6.0,['Italian']
Restaurant Haru,Milan,3.5,,87.0,['Japanese']
Quality Beef,Milan,4.0,31.0,102.0,['Italian']
Ai Fiori Chiari,Milan,3.5,35.0,19.0,['Italian']
Castello,Milan,3.5,35.0,78.0,['Italian']
Ristorante Anna e Leo,Milan,3.5,38.0,220.0,['Italian']
Burgez,Milan,3.5,,16.0,['American']
M'ama Milano,Milan,3.5,35.0,36.0,['Italian']
Cafe Metropolis,Milan,3.5,37.0,246.0,['Italian']
Ristorante al bimbo,Milan,3.5,36.0,33.0,['Italian']
Superstudio Cafe,Milan,3.5,36.0,51.0,['Italian']
Shion,Milan,3.5,66.0,39.0,['Japanese']
Oplat,Milan,4.5,,3.0,['Italian']
Fashion,Milan,3.5,,44.0,['Italian']
Mylife Cafe,Milan,3.5,34.0,5.0,['Italian']
Santamonica Caffe Ristorante,Milan,4.0,,10.0,['Italian']
Farina & Cucina,Milan,3.0,34.0,95.0,['Italian']
Il Mago di Oz,Milan,3.0,15.0,76.0,['Italian']
Mediterraneo,Milan,3.5,33.0,48.0,['Italian']
Jin Zuan,Milan,4.0,,24.0,['Japanese']
Gargantua,Milan,3.5,39.0,26.0,['Italian']
Ristorante Silver,Milan,4.0,,19.0,['Italian']
Nisida,Milan,3.0,30.0,578.0,['Italian']
Cambiogiro,Milan,3.5,32.0,130.0,['Italian']
Madegra,Milan,4.0,11.0,31.0,['Italian']
Primus,Milan,4.0,18.0,68.0,['Italian']
Club Deco',Milan,3.0,37.0,117.0,['Italian']
Bar Emotion,Milan,4.5,,3.0,['Italian']
Dicken's Inn,Milan,4.5,,3.0,['Italian']
Ristorante Pizzeria Lepontina,Milan,4.0,,25.0,['Italian']
Maramaho,Milan,4.0,,3.0,['Italian']
Il doge di Amalfi,Milan,3.5,39.0,365.0,['Italian']
U-Square,Milan,3.5,,44.0,['Italian']
Why Not Cafe,Milan,4.0,13.0,2.0,['Italian']
Pizzeria Naturale,Milan,3.0,15.0,133.0,['Italian']
MD Cafe,Milan,4.0,,10.0,['Italian']
Trattoria da Vin,Milan,3.5,63.0,20.0,['Italian']
Ristorante Pizzeria San Giovanni,Milan,3.5,16.0,75.0,['Italian']
Fabio E Dany,Milan,4.5,,3.0,['Italian']
Il Bacaro Milano,Milan,3.5,,13.0,['Italian']
Ristorante Bande Nere,Milan,3.5,13.0,62.0,['Italian']
Caffetteria Centoventuno,Milan,4.0,14.0,5.0,['Italian']
Croque Monsieur,Milan,3.5,17.0,14.0,"['Italian', 'French']"
Ristorante Pizzeria Rovereto,Milan,3.5,14.0,30.0,['Italian']
L'Ancora Ristorante Pizzeria,Milan,3.5,,15.0,['Italian']
Terra Mia,Milan,3.0,37.0,195.0,['Italian']
L'Arte della Pizza,Milan,4.0,19.0,6.0,['Italian']
Antica Brera,Milan,3.5,,3.0,['Italian']
IUTA Bistrot,Milan,3.5,39.0,174.0,['Italian']
Il Mappamondo,Milan,3.5,11.0,66.0,['Italian']
Coffee burger universo,Milan,3.5,,13.0,['Italian']
Grand Cafe & Tre Marie,Milan,3.5,35.0,69.0,['Italian']
La Menosa,Milan,4.0,,10.0,['Italian']
Sottovoce,Milan,4.0,,22.0,['Italian']
Flapper's,Milan,4.0,12.0,21.0,['Italian']
Acquamarina,Milan,3.5,18.0,40.0,['Italian']
Ristorante Cinese - La Felicita,Milan,3.5,15.0,34.0,['Italian']
Cafe Victory,Milan,4.0,,3.0,['Italian']
Osteria Pizzeria Bacco per Bacco,Milan,3.5,16.0,75.0,['Italian']
Bollani Milano 1930,Milan,3.5,12.0,36.0,['Italian']
La buca,Milan,3.5,37.0,119.0,['Italian']
Frank,Milan,3.0,35.0,337.0,['Italian']
SMOOTH,Milan,3.5,37.0,155.0,['Italian']
T9,Milan,4.0,12.0,16.0,['Italian']
On The Grill,Milan,3.5,30.0,31.0,['Italian']
SlowSud,Milan,4.0,,2.0,['Italian']
Osteria Vedette,Milan,4.0,,4.0,['Italian']
Le Scimmiette,Milan,3.5,10.0,85.0,['Italian']
pizzeria verace neapoletana,Milan,4.0,,9.0,['Italian']
Smart Kook Bar,Milan,4.0,11.0,2.0,['Italian']
My Sushi - Rinascente,Milan,3.0,36.0,377.0,['Japanese']
The Square,Milan,3.5,,18.0,['Italian']
Ristorante Pizzeria Pentola d'Oro,Milan,3.5,,9.0,['Italian']
Assaggino,Milan,4.0,11.0,40.0,['Italian']
Panino Giusto Palestro,Milan,3.5,38.0,21.0,['Italian']
Castle Rock Pub,Milan,4.0,39.0,11.0,['Italian']
Bonta Fusion Restaurant,Milan,3.5,14.0,110.0,['Japanese']
Ristorante Settembrini 22 o 24,Milan,4.0,,17.0,['Italian']
Caffe de Amicis,Milan,3.5,17.0,25.0,['Italian']
Trattoria Lo Scoglio,Milan,3.5,19.0,38.0,['Italian']
Ristorante Pizzeria Piedigrotta,Milan,3.5,10.0,57.0,['Italian']
Max & Nix il Copto,Milan,3.5,31.0,11.0,['Italian']
Kazan,Milan,3.0,12.0,184.0,['Japanese']
Bee Sweet Bakery,Milan,4.5,,8.0,['American']
Tempio Di Bacco,Milan,3.5,31.0,35.0,['Italian']
Bar Papa Giovanni,Milan,4.0,36.0,8.0,['Italian']
Speed Gayte,Milan,4.5,,13.0,['Italian']
La Posteria,Milan,4.0,15.0,11.0,['Italian']
Strippoli Specialita Pugliesi,Milan,3.0,19.0,216.0,['Italian']
Good Luck Cafe,Milan,3.5,16.0,35.0,['Italian']
Il Cucchiaino Di Celoria Antonella,Milan,4.0,,21.0,['Italian']
El Tipico 3,Milan,3.5,,10.0,['Italian']
Ristorante della Balera dell'Ortica,Milan,3.0,12.0,353.0,['Italian']
Butterfly Lounge Bar,Milan,5.0,19.0,11.0,['Italian']
Ristorante Giapponese Sushi Sashimi Take Away,Milan,3.5,19.0,29.0,['Japanese']
Trattoria alessia,Milan,4.0,,4.0,['Italian']
Sushimi,Milan,4.0,31.0,4.0,['Japanese']
Ca'puccino,Milan,3.0,31.0,182.0,['Italian']
Il moro 1,Milan,4.0,,14.0,['Italian']
Streat - Food & Beers Experience,Milan,4.0,,2.0,['American']
La Maria,Milan,4.0,17.0,5.0,['Italian']
Pandenus,Milan,3.0,39.0,729.0,['Italian']
Ristorante Pizzeria Ciardi Di Luciano Teodolinda e C. SAS,Milan,4.0,,5.0,['Italian']
Sunshine,Milan,3.5,36.0,47.0,['Italian']
Il Regno di Napoli Srl,Milan,3.5,38.0,27.0,['Italian']
Biribu,Milan,4.0,67.0,12.0,['Italian']
Pizzeria Bar Tavola Calda,Milan,3.5,,10.0,['Italian']
Ci Penso Io,Milan,4.0,35.0,32.0,['Italian']
Fagotteria,Milan,4.0,18.0,19.0,['Italian']
City Life Caffe,Milan,4.0,15.0,37.0,['Italian']
Milord Milano,Milan,3.0,14.0,73.0,['Italian']
Bistrot58,Milan,4.0,32.0,7.0,['Italian']
le voglie,Milan,4.0,,19.0,['Italian']
Bonta Piu Grill Restaurant - Lounge Bar,Milan,3.5,33.0,55.0,['Italian']
Las Vegas Ristopub,Milan,3.5,32.0,89.0,['Italian']
Al Timeout 7,Milan,4.0,,16.0,['Italian']
Vecchio Caffe della Cotica,Milan,3.5,,23.0,['Italian']
Ristorante Pizzeria AL PORTICO,Milan,3.5,,86.0,['Italian']
Ristorante Sakae,Milan,4.0,32.0,2.0,['Japanese']
Matsui Japanese Restaurant,Milan,3.0,,2.0,['Japanese']
Antica Osteria di Via Gluck,Milan,3.5,35.0,1157.0,['Italian']
Sakura,Milan,4.0,35.0,8.0,['Italian']
heat>diana,Milan,4.0,38.0,34.0,['Italian']
Pizzeria SAMA,Milan,4.0,13.0,15.0,['Italian']
FnF Hamburger & Fried Chicken,Milan,3.5,11.0,10.0,"['Italian', 'Indian']"
Il Quarto di via Ravizza,Milan,3.0,39.0,392.0,['Italian']
Rookies Sports Bar & Grill,Milan,3.0,33.0,92.0,['American']
Silver Bistrot,Milan,4.0,31.0,17.0,['Italian']
The Good Life,Milan,4.0,17.0,4.0,['Italian']
Ristorante Montreal,Milan,3.5,,15.0,['Italian']
Ristorante Pizzeria Simon's,Milan,3.5,37.0,133.0,['Italian']
Carbone Rosso,Milan,4.0,,23.0,['Italian']
KaiYou,Milan,3.0,15.0,80.0,['Japanese']
Old Wild West,Milan,3.0,32.0,265.0,"['Mexican', 'American']"
Pizzeria Le Piramidi,Milan,4.0,12.0,3.0,['Italian']
Miro' Bistrot Cafe,Milan,3.0,36.0,108.0,['Italian']
Ejao Bistrot,Milan,3.5,65.0,8.0,"['Italian', 'American']"
Panini Durini,Milan,3.5,,63.0,['Italian']
Oishi Tistorante Giapponese,Milan,3.5,32.0,21.0,['Japanese']
Zagara Bar Ristorante,Milan,4.0,14.0,23.0,['Italian']
Fratelli La Bufala San Babila Milano,Milan,3.0,39.0,1063.0,['Italian']
Baccanale,Milan,3.5,32.0,56.0,['Italian']
Crocetta Panini d'Autore 1982 - Porta Romana,Milan,3.5,31.0,300.0,['Italian']
Raj Ristorante Indiano,Milan,3.0,12.0,113.0,['Indian']
Decanter Ramada,Milan,3.5,34.0,177.0,['Italian']
b in love cafe,Milan,4.0,,,['Italian']
Il Mangione di Raimondo,Milan,4.0,35.0,,['Italian']
Osteria Pane e Salumi,Milan,4.0,,2.0,['Italian']
Altro,Milan,4.0,,2.0,['Italian']
Spazio Lima,Milan,4.0,,,['Italian']
Gambrene,Milan,4.0,,,"['Italian', 'Indian']"
Istanbul Procaccini Bar Ristorante Pizzeria,Milan,4.0,,2.0,['Italian']
City Farm Milano,Milan,4.0,,,['Italian']
Panino Giusto,Milan,4.0,,,['Italian']
Amritsar Ristorante Indiano,Milan,4.0,,2.0,"['Italian', 'Indian']"
Ristorante Chang Ren,Milan,4.0,,,['Italian']
Bar Cash Trattoria Maurizio,Milan,4.0,,2.0,['Italian']
Tavolamica Camst,Milan,4.0,,2.0,['Italian']
California Bakery,Milan,4.0,39.0,,['American']
La Nostradamus Piccola,Milan,4.0,,,['Italian']
Silver Bar,Milan,4.0,,,['Italian']
GustaMi,Milan,4.0,,,['Italian']
Bar Sparrow,Milan,4.0,,2.0,['Italian']
Trattoria Stazione,Milan,4.0,,,['Italian']
Arca Dei Sapori,Milan,4.0,,,['Italian']
Ai Bei Tranquilli,Milan,4.0,,,['Italian']
Bellavita,Milan,4.0,,,['Italian']
Buonaparte Concept Bar,Milan,4.0,,,['Italian']
Bar Arti Da Bruno,Milan,4.0,,,['Italian']
Bar Brio,Milan,4.0,,2.0,['Italian']
Panificio San Giorgio,Milan,4.0,,,['Italian']
Ristorante Al 18 Da Tino E Maria,Milan,4.0,,,['Italian']
BAR LOVE - IL BAR DEL CUORE,Milan,4.0,,2.0,['Italian']
Mise en Place Food,Milan,4.0,38.0,,['Italian']
Byron Appetito Fiera Milano,Milan,4.0,,,['Italian']
Vittoria14 Caffe,Milan,4.0,38.0,,['Italian']
Maison About Cafe,Milan,4.0,39.0,,['Italian']
Trattoria Pizzeria Al TrancioDominic,Milan,4.0,,4.0,['Italian']
Il Pontaccio,Milan,3.5,60.0,36.0,['Italian']
La Susina frutta e verdura da bere,Milan,4.0,14.0,46.0,['Italian']
L'Artista Toscano,Milan,3.5,11.0,11.0,['Italian']
Impronta Birraia Sciesa,Milan,4.5,34.0,8.0,['Italian']
LO Scoglio,Milan,4.0,,8.0,['Italian']
Sushi Express,Milan,3.5,35.0,9.0,['Japanese']
Home La Casa Dei sapori,Milan,3.5,63.0,5.0,['Italian']
PIZZA AL TAGLIO DA TOTO,Milan,3.0,10.0,28.0,['Italian']
Ristorante Da Giovanni Rana,Milan,3.5,18.0,90.0,['Italian']
Floris,Milan,4.0,,14.0,['Italian']
Smeraldo bar tavola calda,Milan,4.5,,3.0,['Italian']
