Name,City,Rating,Price Range,Number of Reviews,Filtered Cuisines
Charlie brown 14,Milan,3.5,,14.0,['Italian']
Paolo & Stefania,Milan,4.0,14.0,29.0,['Italian']
SA DI BUONO,Milan,4.0,,11.0,['Italian']
Nuovo Mitsui,Milan,3.5,35.0,79.0,['Japanese']
Pizzeria Trattoria Alle 2 Isole,Milan,4.0,,16.0,['Italian']
Mise en Place Food,Milan,4.0,35.0,6.0,['Italian']
Sala Venezia,Milan,3.5,,26.0,['Italian']
Ristorante Il Fiore Di Ciliegio,Milan,4.0,,13.0,['Italian']
Ristorante Roy,Milan,4.0,,25.0,['Italian']
Trattoria La Cuccagna Di Hu Wei,Milan,3.5,15.0,29.0,['Italian']
Gusto e Tradizione,Milan,3.5,13.0,34.0,['Italian']
Caffe Piola,Milan,3.0,10.0,188.0,['Italian']
Sushi&Fusion,Milan,4.0,,7.0,['Japanese']
DesinoLento,Milan,3.5,68.0,22.0,['Italian']
Time Out 2,Milan,3.5,33.0,212.0,['Italian']
Patry's,Milan,4.0,,6.0,['Italian']
Bar Trattoria Victoire,Milan,3.0,,43.0,['Italian']
Torrefazione Caffe Ambrosiano,Milan,3.5,17.0,50.0,['Italian']
Mad'Son,Milan,3.5,34.0,17.0,['Italian']
Casa Gourmet,Milan,3.5,,9.0,['Italian']
Slice Cafe,Milan,3.5,14.0,224.0,['Italian']
Grand'Italia,Milan,3.5,37.0,135.0,['Italian']
Trattoria da Bruna e Sandro,Milan,3.5,10.0,34.0,['Italian']
Nico Quick Bite,Milan,3.0,31.0,209.0,['Italian']
Piccolo Medi,Milan,3.5,38.0,5.0,['Italian']
Calicantus Sforzesco,Milan,3.5,33.0,108.0,['Italian']
Palazzo Bovara,Milan,3.5,,6.0,"['Italian', 'French']"
Meeting Lounge Bar,Milan,4.0,60.0,5.0,['Italian']
Millemisture,Milan,3.5,,4.0,['Italian']
Grani & Braci,Milan,3.5,32.0,1496.0,['Italian']
Ristorante Giglio Rosso da Ermo Sas,Milan,3.5,39.0,32.0,['Italian']
Di Gennaro Ristorante Pizzeria,Milan,3.0,32.0,111.0,['Italian']
Boccone Divino Ristorante,Milan,3.0,37.0,511.0,['Italian']
Osteria del Cinema,Milan,3.5,39.0,79.0,['Italian']
27,Milan,3.0,,20.0,['Italian']
Riatorante Giapponese Milano,Milan,3.5,,2.0,['Japanese']
Excelsior Food Milano,Milan,3.5,32.0,184.0,['Italian']
Organic Pizza and Food,Milan,4.5,38.0,6.0,['Italian']
LA CAPAGIRA 2,Milan,4.0,30.0,13.0,['Italian']
Haru,Milan,3.5,,23.0,['Japanese']
Jinfu,Milan,3.5,18.0,188.0,['Japanese']
Asian Mood,Milan,3.5,13.0,64.0,['Japanese']
Lo Stacco,Milan,3.5,37.0,203.0,['Italian']
Golfo Di Mondello e Sferracavallo,Milan,3.0,37.0,477.0,['Italian']
La Zupperia,Milan,3.5,,30.0,['Italian']
Cucina Fusetti,Milan,3.5,32.0,217.0,['Italian']
Pizzeria Italia 1 n3,Milan,3.5,,9.0,['Italian']
Welovepuro,Milan,3.5,32.0,3.0,['Italian']
Piadinasi,Milan,4.0,,48.0,['Italian']
Osteria La Combriccola,Milan,3.5,34.0,190.0,['Italian']
Padre Pio 3,Milan,3.5,34.0,6.0,['Italian']
Ristorante Dolcevita Eleonora e Salvino,Milan,5.0,,6.0,['Italian']
Bar Trattoria Fratelli Fiorito,Milan,3.5,,42.0,['Italian']
Le Trottoir alla Darsena,Milan,3.0,32.0,153.0,['Italian']
Farinami,Milan,3.5,39.0,181.0,['Italian']
Old Wild West,Milan,3.0,14.0,108.0,"['Mexican', 'American']"
Rosso Fuoco,Milan,3.0,18.0,71.0,['Italian']
Trattoria Pinocchio,Milan,3.5,,39.0,['Italian']
Bebel's,Milan,3.5,35.0,116.0,['Italian']
Ice Bar,Milan,3.5,,4.0,['Italian']
Mama Cafe,Milan,4.0,17.0,4.0,['Italian']
Polpetta D.O.C.,Milan,3.5,32.0,71.0,['Italian']
Klima,Milan,3.0,62.0,9.0,['Italian']
La Lanterna,Milan,3.0,19.0,53.0,['Italian']
Guru,Milan,3.5,35.0,67.0,['Italian']
Piazzetta Bossi,Milan,3.0,30.0,25.0,['Italian']
Ebram,Milan,3.0,11.0,34.0,['Italian']
Zerobriciole,Milan,4.0,,6.0,['Italian']
Pandora,Milan,3.5,,2.0,['Italian']
La Bottega Moscatelli,Milan,3.5,30.0,58.0,['Italian']
Privativa Atzei,Milan,4.0,,5.0,['Italian']
Ristorante Remi Berton,Milan,4.0,68.0,5.0,['Italian']
New Q Beer,Milan,3.0,35.0,41.0,['Italian']
Taverna Visconti Antica Trattoria dal 1994,Milan,4.0,39.0,200.0,['Italian']
Moulin Rouge,Milan,3.5,10.0,89.0,['Italian']
Tyson cafe',Milan,4.0,34.0,14.0,['Italian']
note di gusto,Milan,3.0,,12.0,['Italian']
Green Restaurant,Milan,3.5,37.0,35.0,['Italian']
Indiana Post,Milan,3.5,32.0,224.0,"['American', 'Italian']"
L'Angelo Azzurro,Milan,3.5,11.0,104.0,['Italian']
Donizetti,Milan,3.5,,43.0,['Italian']
Victum,Milan,3.5,35.0,191.0,['Italian']
Sapori Siciliani,Milan,3.5,14.0,12.0,['Italian']
Pizzamente pizza,Milan,2.5,11.0,81.0,['Italian']
Bar Cascina Bianca,Milan,4.0,,6.0,['Italian']
Piazzale Carlo Magno,Milan,3.5,,3.0,['Italian']
La Pizzeria Preferita,Milan,3.5,,27.0,['Italian']
Caffe Ambrosiano Bar tavola fredda,Milan,3.5,16.0,16.0,['Italian']
Totum cafe',Milan,4.0,35.0,19.0,['Italian']
Wish,Milan,3.5,,68.0,['Italian']
UTZ,Milan,3.5,,12.0,['Italian']
"""SPECIAL"" Hamburger & Italian Fast Food",Milan,3.5,10.0,279.0,"['Italian', 'American']"
Huangji Dessert - 1212 Bubble Tea,Milan,4.0,13.0,4.0,['Italian']
Badaboom,Milan,3.0,18.0,41.0,['Italian']
Ristorante Monte Oro Ex Keio,Milan,4.0,32.0,10.0,['Italian']
Bar Duomo,Milan,3.0,33.0,206.0,['Italian']
San Marco,Milan,3.5,14.0,33.0,['Italian']
Ca' Pelletti Milano,Milan,3.0,32.0,217.0,['Italian']
Little Italy Restaurant,Milan,3.5,,8.0,['Italian']
Bonta Piu - Lippi,Milan,3.0,31.0,60.0,['Italian']
Flash Srl,Milan,3.5,34.0,20.0,['Italian']
love Milano,Milan,3.5,,11.0,['Italian']
Ristorante Pizzeria Sant'ambrogio,Milan,3.0,,5.0,['Italian']
Palpucci Petit Bistrot,Milan,3.5,19.0,4.0,['Italian']
Bistrot Verace,Milan,3.5,,19.0,['Italian']
Osteria del Jazz,Milan,3.5,,9.0,['Italian']
Trattoria l'orchidea,Milan,3.0,,5.0,['Italian']
Il Comignolo,Milan,3.0,18.0,112.0,['Italian']
La Torre,Milan,4.0,,12.0,['Italian']
Ciao Duomo,Milan,3.5,35.0,11.0,"['Italian', 'American']"
Fattorie Garofalo Mozzarella Bistrot,Milan,4.0,,47.0,['Italian']
Pizzeria La Regina Rossa,Milan,3.5,35.0,25.0,['Italian']
Siciliano,Milan,3.0,32.0,133.0,"['Italian', 'Japanese']"
Circolo Arci Martiri di Turro,Milan,4.0,,33.0,['Italian']
Ristorante Giapponese Ming Hu Sensen,Milan,3.5,,2.0,"['Italian', 'Japanese']"
Al Grisea,Milan,3.0,33.0,112.0,['Italian']
Zime Self Restaurant,Milan,3.5,,24.0,['Italian']
Cafe Clubino,Milan,3.0,35.0,13.0,['Italian']
Ricciolo d'oro,Milan,4.0,,7.0,['Italian']
Al Meazza Ristorante Pizzeria,Milan,3.5,13.0,37.0,['Italian']
Il Barettino,Milan,4.0,,4.0,['Italian']
Nordest Caffe,Milan,3.0,30.0,163.0,['Italian']
Birrificio Italiano,Milan,3.5,,6.0,['Italian']
Kashmir - Restaurant & Take Away,Milan,3.5,16.0,35.0,['Indian']
Baronchelli,Milan,3.5,12.0,27.0,['Italian']
Grog,Milan,3.5,14.0,64.0,['Italian']
Fei Da,Milan,3.5,16.0,21.0,['Italian']
Koy Sushi,Milan,3.5,,70.0,['Japanese']
Ristorante Pizzeria arcobaleno,Milan,3.5,30.0,24.0,['Italian']
etna trattoria,Milan,3.5,34.0,15.0,['Italian']
Kyto,Milan,3.0,14.0,312.0,['Japanese']
L'Arcata,Milan,3.0,15.0,103.0,['Italian']
Queen Bar,Milan,4.0,35.0,9.0,"['Italian', 'American']"
Cafe' Excelsior,Milan,3.5,30.0,43.0,['Italian']
Da Peppino,Milan,3.0,39.0,84.0,['Italian']
ristorante cinese Fontana,Milan,3.5,,8.0,['Italian']
La Delizia,Milan,3.0,34.0,50.0,['Italian']
Deja-Vu Cafe,Milan,3.5,18.0,15.0,['Italian']
Mozart Wine & Coffee,Milan,3.5,,18.0,['Italian']
Mirror Lounge & Restaurant,Milan,3.5,37.0,73.0,['Italian']
Nastasa Catalin,Milan,3.5,,3.0,['Italian']
Ristorante Pizzeria Lepontina,Milan,3.5,19.0,37.0,['Italian']
Ristorante Nikko,Milan,3.5,30.0,300.0,['Japanese']
Suki Sushi,Milan,3.5,,3.0,['Japanese']
Jowie Restaurant and Lounge,Milan,3.5,,12.0,['Italian']
Marina sul Naviglio,Milan,3.5,34.0,11.0,['Italian']
Osteria da Zio Nino,Milan,3.0,15.0,583.0,['Italian']
All'Isola di Lampedusa,Milan,3.5,,7.0,"['Italian', 'American']"
Le Specialita,Milan,3.0,,746.0,['Italian']
Piccolo Bar,Milan,4.0,,5.0,['Italian']
Il Chiosco del Panino,Milan,3.5,35.0,3.0,['Italian']
Remida,Milan,3.5,,2.0,['Italian']
Faraway Cafe,Milan,3.5,,3.0,['Italian']
Ai 3 Ghiottoni,Milan,3.5,10.0,162.0,['Italian']
Caffe Torino,Milan,3.0,33.0,59.0,['Italian']
Ciu's,Milan,3.0,18.0,787.0,['Italian']
Xi Yan Yan,Milan,3.0,,14.0,['Japanese']
OSTERIA ALLA CONCA,Milan,3.5,,57.0,['Italian']
Donati,Milan,3.5,33.0,155.0,['Italian']
Caffe Pasticceria De Cherubini,Milan,3.5,37.0,47.0,['Italian']
VINTAGE wine&food,Milan,3.5,36.0,48.0,['Italian']
Lima Sushi Bar,Milan,3.5,11.0,19.0,['Japanese']
Ristorante il gabbiano,Milan,3.5,31.0,128.0,['Italian']
Pizzeria Calafuria,Milan,3.0,12.0,297.0,['Italian']
Ancora,Milan,3.5,,64.0,"['Italian', 'Japanese']"
Old Wild West,Milan,3.0,39.0,221.0,['American']
Hong Restaurant,Milan,3.0,,22.0,['Japanese']
Pane E Vita,Milan,3.5,31.0,42.0,['Italian']
Fusion Ken Sushi,Milan,3.5,,20.0,['Japanese']
Revolution Cafe Milano,Milan,3.5,36.0,15.0,"['Mexican', 'Italian']"
Osteria Briosca,Milan,3.5,13.0,70.0,['Italian']
Gustavo Bar Ristorante,Milan,3.5,33.0,34.0,['Italian']
Al Nove,Milan,3.5,,7.0,['Italian']
Perlage,Milan,3.5,,11.0,['Italian']
Sangiorgio,Milan,3.5,,2.0,['Italian']
Mitsui,Milan,3.5,34.0,114.0,['Japanese']
Buon Appetito,Milan,3.5,15.0,10.0,['Italian']
San giorgio,Milan,3.5,,13.0,['Italian']
l'Angolo Del Vegetariano,Milan,3.5,37.0,123.0,['Italian']
Kisho,Milan,3.0,,43.0,['Japanese']
S.Carlo Ristorante Pizzeria Di Sharoubun Hosny,Milan,3.5,,3.0,['Italian']
IL Desiderio 2,Milan,3.0,,19.0,['Italian']
SushiBar Firenze,Milan,3.5,,10.0,['Japanese']
Pupiricchiello,Milan,3.5,39.0,45.0,['Italian']
Toukaijojou,Milan,3.5,36.0,13.0,['Japanese']
Ristorante Kyto 2,Milan,3.0,12.0,415.0,['Japanese']
Bar Stella,Milan,3.5,,5.0,['Italian']
Prima C,Milan,3.5,38.0,5.0,"['Italian', 'American']"
Micro,Milan,3.5,13.0,3.0,['Italian']
Pizzeria Mundial,Milan,3.5,16.0,173.0,['Italian']
Lo Stuzzichino di Mare,Milan,3.5,,5.0,['Italian']
Fluid Fresh Food,Milan,3.5,15.0,70.0,"['Japanese', 'Italian']"
K 2,Milan,3.5,,4.0,['Italian']
Nihonnryouri,Milan,3.5,,7.0,['Japanese']
Blah,Milan,3.0,32.0,44.0,['Italian']
Pixel,Milan,3.0,10.0,83.0,['Italian']
Ristorante Siloe,Milan,2.5,,2.0,['Italian']
McDonald's,Milan,3.0,,16.0,['American']
Caffe Lepetit,Milan,3.5,14.0,51.0,['Italian']
Boccascena Cafe,Milan,3.0,13.0,14.0,['Italian']
Autogrill,Milan,3.5,12.0,4.0,['Italian']
Pizza Ok,Milan,3.5,11.0,456.0,['Italian']
Al Sorriso,Milan,4.0,,29.0,['Italian']
Venchi Chocolate and Gelato,Milan,3.5,31.0,4.0,['Italian']
Trattoria Pizzeria Oscar,Milan,3.0,,14.0,['Italian']
Caffetteria Fantasy,Milan,4.0,,3.0,['Italian']
Antica Trattoria Milanese,Milan,3.0,31.0,48.0,['Italian']
Piada e Brusca,Milan,3.5,15.0,47.0,['Italian']
Un Posto A Milano,Milan,3.0,31.0,1404.0,['Italian']
Bar El Birocc,Milan,3.5,15.0,127.0,['Italian']
Panini Marini,Milan,3.0,32.0,21.0,['Italian']
Panini Durini,Milan,3.5,31.0,4.0,['Italian']
Bachelite CLab,Milan,3.5,14.0,37.0,['Italian']
BarTrattoria88,Milan,3.5,,5.0,['Italian']
Cooperativa Antonio Labriola,Milan,3.5,30.0,4.0,['Italian']
Ama Sushi Fusion Restaurant,Milan,3.5,38.0,20.0,['Japanese']
Ristorante Primafila,Milan,3.0,,20.0,['Italian']
Da Ciro,Milan,3.5,,6.0,['Italian']
Kafana,Milan,3.5,,40.0,['Italian']
Riccone Ristorante Pizzeria,Milan,3.5,,43.0,['Italian']
Locandina dei Navili,Milan,3.0,38.0,149.0,['Italian']
a Santa Lucia,Milan,3.0,38.0,715.0,['Italian']
Tropical Bar,Milan,4.0,,7.0,['Indian']
Ristorante Da Vinci,Milan,3.0,30.0,71.0,['Italian']
Stella di Mare,Milan,3.5,,2.0,['Italian']
Pizzeria Mamma Mia,Milan,3.0,,8.0,['Italian']
Da Pippo se magna,Milan,3.5,39.0,26.0,['Italian']
Brodo di giuggiole,Milan,3.5,,3.0,['Italian']
Musa Caffe,Milan,3.5,,21.0,"['Italian', 'American']"
Ristorante Pizzeria San Giorgio 2,Milan,3.5,,11.0,['Italian']
77Vintido,Milan,4.5,16.0,29.0,['Italian']
Nhero,Milan,3.0,30.0,232.0,['Italian']
Toz,Milan,3.5,,2.0,['Italian']
Fan Sushi Bar,Milan,3.5,,9.0,['Japanese']
Osteria La Fermata,Milan,3.5,,9.0,['Italian']
Pesce Ubriaco,Milan,3.0,30.0,165.0,['Italian']
Take Away Bistrot,Milan,3.5,36.0,109.0,['Italian']
Insalate italiane,Milan,3.5,,44.0,['Italian']
Golden Cafe',Milan,4.0,,9.0,['Italian']
Gastronomia Meravigli,Milan,4.0,,4.0,['Italian']
Ristorante Hon,Milan,3.0,30.0,6.0,['Italian']
BQ de Nott,Milan,3.0,34.0,191.0,['Italian']
Ristorante Pizzeria da Massimo,Milan,3.5,15.0,57.0,['Italian']
Segrino SRL La Rotonda di Segrino,Milan,3.0,32.0,286.0,['Italian']
Crocetta,Milan,3.0,30.0,119.0,['Italian']
Time Out 7,Milan,3.5,,5.0,['Italian']
Pizzeria Tortona,Milan,3.0,14.0,21.0,['Italian']
Fiorfood,Milan,3.5,38.0,20.0,['Italian']
Ristorante Wen Cheng,Milan,3.5,,8.0,['Italian']
La Veranda sul Naviglio,Milan,3.5,,8.0,['Italian']
Trattoria il Caminetto,Milan,4.0,33.0,108.0,['Italian']
Ristorante Sebenico,Milan,3.5,,3.0,['Italian']
Ristorante Penisola,Milan,3.5,,4.0,['Italian']
Caffe Fidia,Milan,2.5,,5.0,['Italian']
Amico Fritz,Milan,3.5,,16.0,['Italian']
Fify Five Bistrot,Milan,3.0,35.0,375.0,['Italian']
Trattoria Il Gatto Nero,Milan,3.0,37.0,42.0,['Italian']
Light Kitchen,Milan,3.5,,26.0,['Italian']
Old Wild West,Milan,3.0,37.0,280.0,"['Mexican', 'American']"
Spa Del Gusto,Milan,3.5,,5.0,['Italian']
Ristorante Pizzeria la Rosa Bianca,Milan,3.5,14.0,32.0,['Italian']
bar Tabacchi tavola fredda Maramao,Milan,3.5,,17.0,['Italian']
Trattoria Speranza,Milan,4.0,,20.0,['Italian']
Perbacco Caffe,Milan,4.0,33.0,8.0,['Italian']
Caffe Portilio Italy,Milan,3.5,35.0,28.0,['Italian']
Visconti Bruschetteria Bar,Milan,3.5,38.0,12.0,['Italian']
Sumos,Milan,3.5,,3.0,['Italian']
Fratelli La Bufala,Milan,3.0,30.0,321.0,['Italian']
Melara Ristorante,Milan,4.5,39.0,9.0,['Italian']
Stella d'Oriente,Milan,3.0,,45.0,['Italian']
Pizzeria Trattoria Stella Marina S.A.S,Milan,3.0,,4.0,['Italian']
Joy Bistrot & Cafe,Milan,3.0,12.0,6.0,['Italian']
Bento House,Milan,3.0,30.0,109.0,['Japanese']
Duomo 21,Milan,3.0,64.0,413.0,['Italian']
Radicetonda,Milan,3.0,32.0,402.0,['Italian']
McDonald's,Milan,3.0,10.0,179.0,['American']
La Scrofa Semilanuta,Milan,3.5,37.0,22.0,['Italian']
La Locanda del Santo Bevitore,Milan,3.0,,14.0,['Italian']
Ristorante Da Teresa,Milan,3.0,11.0,89.0,['Italian']
Osteria al 15,Milan,3.5,,24.0,['Italian']
BQ Arduino,Milan,3.5,,31.0,['Italian']
Murphy's Law,Milan,3.5,12.0,151.0,['Italian']
So'Riso - Corso Magenta,Milan,3.0,31.0,83.0,['Italian']
Charlie Brown,Milan,3.0,34.0,104.0,['Italian']
La Scaletta,Milan,3.0,17.0,20.0,['Italian']
Skyline Milano Cafe,Milan,3.0,15.0,2.0,['Italian']
AVcafe,Milan,3.5,14.0,13.0,['Italian']
Blues Canal,Milan,3.0,36.0,273.0,['Italian']
Jep Bistrot,Milan,3.5,34.0,12.0,['Italian']
Leccapentole,Milan,3.5,,3.0,['Italian']
Baia Luna,Milan,3.0,37.0,186.0,['Italian']
BARAKACAFE,Milan,4.5,14.0,10.0,['Italian']
Toro Giallo,Milan,3.5,,3.0,['Japanese']
Hinode Sushi,Milan,3.5,34.0,96.0,['Japanese']
Item,Milan,3.0,38.0,116.0,['American']
Steffan 1929,Milan,3.0,,5.0,['Italian']
Porca Vacca Gourmet,Milan,3.0,39.0,24.0,['Italian']
La Saletta,Milan,3.0,,6.0,['Italian']
Sushi Shop,Milan,3.0,38.0,222.0,['Japanese']
Osteria Delle Erbe,Milan,3.5,,25.0,['Italian']
O'vesuvio,Milan,3.0,14.0,170.0,['Italian']
La Tana del Ghiottone,Milan,3.0,11.0,55.0,['Italian']
Beltrade Bar,Milan,3.0,30.0,16.0,['Italian']
Circolo Arci Bellezza,Milan,3.5,,73.0,['Italian']
Galle Face,Milan,3.0,36.0,18.0,['Indian']
Sushi umi milano,Milan,3.0,12.0,359.0,['Japanese']
Trattoria Italo Cinese Di Gao Chigan,Milan,2.5,,10.0,['Italian']
Dolce Teresa,Milan,3.5,,22.0,['Italian']
L'angolo Dello Sfizio DA Toto' E Ciccio,Milan,3.5,,21.0,['Italian']
Hong Yuan,Milan,2.5,,6.0,['Italian']
Hanabi,Milan,3.0,15.0,216.0,['Japanese']
Bar Sallas,Milan,3.0,,3.0,['Italian']
Mr. Jangi,Milan,3.5,63.0,33.0,"['Italian', 'French']"
Bar Tabacchi Mecenate 30,Milan,3.0,19.0,4.0,['Italian']
Central Cafe,Milan,3.5,31.0,20.0,['Italian']
Different Burger,Milan,3.5,37.0,21.0,"['Italian', 'American']"
Ortica 27,Milan,3.5,30.0,72.0,['Italian']
La Montagnetta della Centrale,Milan,3.0,19.0,68.0,['Italian']
Bar di Fisica,Milan,3.5,,3.0,['Italian']
La Brusada,Milan,3.0,19.0,70.0,['Italian']
Sorsi e Morsi,Milan,3.0,39.0,50.0,['Italian']
La Toga,Milan,3.0,,7.0,['Italian']
Fuori Piazza,Milan,4.0,,2.0,['Italian']
Bar Trattoria Sorrento,Milan,3.5,,7.0,['Italian']
Tsu Ba Me Kara,Milan,3.5,32.0,56.0,['Japanese']
Myc Sushi,Milan,3.0,,5.0,['Japanese']
Morgan's Milano,Milan,3.0,,25.0,['Italian']
Osteria La Fermata,Milan,3.0,,,['Italian']
Ristorante Changren,Milan,3.0,,,['Italian']
Rebel,Milan,3.0,30.0,2.0,['Italian']
Indiana Curry Food,Milan,3.0,,2.0,['Indian']
Da Pinela Bar,Milan,3.0,,,['Italian']
Pizzeria Ristorante Cinese,Milan,3.0,,,['Italian']
Bistrot Del 1/2 Di',Milan,3.0,,2.0,['Italian']
Califuria Unione,Milan,3.0,,,['Italian']
Squisita Pizza Barbecure Milano,Milan,3.0,,,['Italian']
Chiosco Bocconi,Milan,3.0,,,['Italian']
N'ombra de Vin,Milan,3.0,36.0,507.0,['Italian']
Takumi Fusion Restaurant,Milan,3.0,,46.0,['Japanese']
Totem Pub,Milan,3.5,,6.0,['Italian']
Eppol,Milan,3.0,30.0,330.0,"['American', 'Italian']"
DeCanto,Milan,3.0,39.0,120.0,['Italian']
Welcome Sushi,Milan,4.0,31.0,22.0,['Japanese']
Storica Rosticceria 35,Milan,4.5,,27.0,['Italian']
Spontini,Milan,3.0,11.0,92.0,['Italian']
LuBar,Milan,3.0,33.0,127.0,['Italian']
A Tavola,Milan,3.0,37.0,5.0,['Italian']
Yukihana,Milan,3.0,,3.0,['Japanese']
Indaco,Milan,3.5,39.0,79.0,['Italian']
Dolly Bar,Milan,3.5,13.0,38.0,['Italian']
Arca di Noe,Milan,3.0,,5.0,['Italian']
Pizzeria Naturale,Milan,3.0,36.0,629.0,['Italian']
Motta Caffe Bar,Milan,3.0,32.0,115.0,['Italian']
Ristorante Tondo,Milan,3.0,31.0,269.0,['Italian']
Virgin Active Cafe,Milan,3.0,38.0,107.0,['Italian']
L'Antica Pizzeria da Michele,Milan,3.0,37.0,45.0,['Italian']
Milano Conte Rosso,Milan,3.5,,8.0,['Italian']
mare culturale urbano,Milan,3.0,37.0,165.0,['Italian']
Cafe Pitti,Milan,3.0,15.0,15.0,['Italian']
Ristorante Pizzeria L'Imperatore,Milan,3.0,11.0,32.0,['Italian']
Triennale Design Cafe,Milan,3.0,30.0,227.0,['Italian']
Lux bar,Milan,3.0,31.0,82.0,['Italian']
God Save the Food,Milan,3.0,33.0,332.0,['Italian']
Elettrauto Cadore,Milan,3.0,37.0,283.0,['Italian']
Parco,Milan,3.0,37.0,55.0,['Japanese']
Cimmino 104,Milan,3.0,33.0,115.0,['Italian']
Il Piccolo Mare,Milan,3.0,15.0,30.0,['Italian']
Il Caffe Ambrosiano,Milan,2.5,32.0,163.0,['Italian']
Pizzeria la svolta,Milan,3.0,11.0,149.0,['Italian']
Spizzico,Milan,3.0,12.0,145.0,['Italian']
Bar Brera,Milan,3.0,16.0,301.0,['Italian']
Arigato Sushi Restaurant,Milan,3.0,39.0,804.0,['Japanese']
Pattini e Marinoni,Milan,3.0,16.0,142.0,['Italian']
Stella sushi,Milan,3.0,,77.0,['Japanese']
Tizzy's N.Y. Bar & Grill,Milan,3.0,34.0,725.0,['American']
Ristorante 688,Milan,3.0,10.0,102.0,['Italian']
Pizza in Piazza,Milan,3.0,31.0,7.0,['Italian']
La Taberna,Milan,3.0,33.0,69.0,['Italian']
Moscatelli,Milan,3.5,17.0,319.0,['Italian']
Pandenus Melzi d'Eril,Milan,3.0,36.0,201.0,['Italian']
Trattoria Citta Studi,Milan,3.0,18.0,47.0,['Italian']
Caffe Letterario,Milan,3.5,34.0,221.0,['Italian']
Moscova quindici milano,Milan,4.0,37.0,30.0,['Italian']
Braciamoci - Braceria & Street food,Milan,3.0,39.0,79.0,['Italian']
I CANTINARI Milano,Milan,3.5,35.0,53.0,['Italian']
Kazan Japanese Restaurant,Milan,3.0,18.0,574.0,['Japanese']
Il Giardino della Birra,Milan,3.0,37.0,407.0,['Italian']
Halldis Gallery,Milan,3.0,38.0,26.0,['Italian']
SANVITTORE,Milan,2.5,,64.0,['Italian']
Ristorante della Nonna,Milan,3.0,17.0,552.0,['Japanese']
Ristorante Autogrill Spa,Milan,3.0,16.0,42.0,['Italian']
Just Cavalli Cafe,Milan,3.0,61.0,509.0,['Italian']
Le Cose Particolari,Milan,3.0,30.0,139.0,['Italian']
Al Triangolo,Milan,3.0,19.0,40.0,['Italian']
Silverado Saloon,Milan,3.0,39.0,154.0,['Mexican']
il Bovisa,Milan,3.0,17.0,48.0,['Italian']
Caffe Sforzesco,Milan,3.0,35.0,393.0,['Italian']
New York Meneghina,Milan,3.5,30.0,329.0,"['Italian', 'American']"
Zhao Long,Milan,3.0,39.0,28.0,['Italian']
Ripa de Porta Ticinese,Milan,3.0,,2.0,['Italian']
Sixieme,Milan,3.0,,9.0,['Italian']
Dyd Cafe,Milan,2.5,,14.0,['Italian']
Sen Sushi,Milan,3.0,35.0,108.0,['Japanese']
Ristorante Charleston,Milan,3.0,31.0,915.0,['Italian']
Trattoria Novelli,Milan,3.0,,39.0,['Italian']
Gran Cafe,Milan,3.0,38.0,18.0,['Italian']
Betzabea,Milan,3.0,10.0,18.0,['Italian']
Pizzeria Gioia 53,Milan,3.0,17.0,77.0,['Italian']
Usman,Milan,3.0,19.0,239.0,['Indian']
Ristorante Mari e Monti,Milan,3.0,,7.0,['Italian']
Pizza Kebab My Heart 2,Milan,3.0,,4.0,['Italian']
Millino Food&Drink,Milan,3.0,37.0,69.0,['Italian']
Bar Samovar di Radaelli Dario,Milan,3.0,36.0,37.0,['Italian']
Autogrill,Milan,3.0,14.0,276.0,['Italian']
Cafe Martesana,Milan,3.0,10.0,45.0,['Italian']
Mens@Sana Ristorante,Milan,3.0,31.0,147.0,['Italian']
PANE E FARINA,Milan,3.0,34.0,40.0,['Italian']
Kazan Sushi,Milan,3.0,12.0,284.0,['Japanese']
Osteria Tipica Pugliese,Milan,3.0,37.0,199.0,['Italian']
Milano Cafe,Milan,3.0,17.0,433.0,['Italian']
Calimero Cafe & Cucina,Milan,3.0,35.0,50.0,['Italian']
Pavillon,Milan,3.0,,27.0,['Italian']
Itouke,Milan,3.0,39.0,183.0,['Japanese']
Sushi 163,Milan,3.0,16.0,215.0,['Japanese']
Ristorante Terra Mia,Milan,3.0,14.0,9.0,['Italian']
Valendino,Milan,2.5,,3.0,['Italian']
LuBar,Milan,3.0,15.0,64.0,['Italian']
Mamma Orsa 2,Milan,3.5,,24.0,['Italian']
Paquito,Milan,3.0,,60.0,['Italian']
Taverna Della Lampara,Milan,3.0,36.0,109.0,['Italian']
Sushi,Milan,3.0,16.0,9.0,['Japanese']
Pizzeria Belloveso Doner Kebab,Milan,2.5,,3.0,['Italian']
Gran Caffe Visconteo,Milan,3.0,32.0,120.0,['Italian']
Mcdonald's,Milan,2.5,,3.0,['American']
Judo Sushi Ristorante,Milan,3.0,38.0,100.0,['Japanese']
Serendepico,Milan,3.0,35.0,405.0,['Italian']
Arigato,Milan,3.0,32.0,268.0,['Japanese']
San Pietro Cafe,Milan,3.0,34.0,456.0,['Italian']
Rosso Magenta,Milan,3.0,36.0,54.0,['Italian']
Il Salotto,Milan,3.0,39.0,285.0,['Italian']
Re di Coppe & Piatti,Milan,3.0,32.0,224.0,['Italian']
Quanta Club,Milan,3.0,38.0,32.0,['Italian']
Bar Centro Di Rocco Pegorini,Milan,3.0,,4.0,['Italian']
Akira Sushi Bar,Milan,3.5,13.0,69.0,['Japanese']
Spizzico Duomo,Milan,2.5,12.0,49.0,['Italian']
